text,replies,retweets,favorites,user,party,state,year,month
.@JohnDahlia's article in yesterdays @Prestonnjwv focuses on economic impact resulting from my #COREAct. More here: https://t.co/5n85PL1jwt,0,1,2,SENCAPITO,R,WV,2016,November
.@heralddispatch explains why my #COREAct is a necessary step to attract new investment in struggling WV counties: https://t.co/03TFyP0DGT,0,0,2,SENCAPITO,R,WV,2016,November
My staff celebrated an early #Thanksgiving w/ folks over at the Hansford Senior Center. Looks like they are getting_ https://t.co/yj2FkLBxx9,0,1,8,SENCAPITO,R,WV,2016,November
In need of a last minute #Thanksgiving recipe? Heres an idea! https://t.co/2cxjjYQCow,1,1,4,SENCAPITO,R,WV,2016,November
Proud to jump on board @SenatorTimScott's bill that encourages investment in economically distressed communities: https://t.co/tmh8BdRVhf,4,17,54,SENCAPITO,R,WV,2016,November
"My new bill w/ @maziehirono expands treatment &amp; awareness of shingles, a disease that affects approx 1M ppl each yr https://t.co/mVLR8AyPrW",0,1,2,SENCAPITO,R,WV,2016,November
Joined w/ members of House &amp; Senate to press for more reliable mail service. Read the letter we sent to @USPS: https://t.co/j9AXXXON9f,1,0,0,SENCAPITO,R,WV,2016,November
Passing the Miners Protection Act before years end is critical. Read my letter w/ @Sen_JoeManchin urging its passage https://t.co/Up2jDk3i5i,1,11,15,SENCAPITO,R,WV,2016,November
Today is the last chance to attend a mobile office before #Thanksgiving. Check out the full schedule here:_ https://t.co/sYgkUH69Tj,0,2,1,SENCAPITO,R,WV,2016,November
Overregulation has put thousands of WV miners out of work. My #COREAct proposes a new plan to help coal communities https://t.co/Vtsg8cjj4N,2,4,5,SENCAPITO,R,WV,2016,November
"@HomerHickam, I couldnt agree more! I hope all West Virginians will join me in fighting for @GrnBnkTelescope by submitting comments.",3,6,7,SENCAPITO,R,WV,2016,November
Did you hear about my new plan to help communities hurt by downturn in coal? Heres a quick rundown: https://t.co/m1UV4JtXh2,1,5,7,SENCAPITO,R,WV,2016,November
We were lucky to have a friend like Hike Heiskell who always stood with us. https://t.co/AjhRz1r9rc,1,1,6,SENCAPITO,R,WV,2016,November
My staff will be in Wayne and Hampshire counties tomorrow for mobile offices. Great opportunity to meet w/ my staff_ https://t.co/JHO7HMuimY,1,1,2,SENCAPITO,R,WV,2016,November
Happy 40th wedding anniversary to my husband Charlie. Looking forward to many more wonderful years with you! https://t.co/aH2DmXqmmk,1,8,57,SENCAPITO,R,WV,2016,November
We were back in Washington this week w/ lots of important work ahead. Read more about this &amp; my new bill to help WV_ https://t.co/7BMXyd48Eu,1,3,5,SENCAPITO,R,WV,2016,November
Find out what the #COREAct means for rural communities in WV: https://t.co/YQvePkjPAb,0,1,1,SENCAPITO,R,WV,2016,November
Starting off Saturday night football by cheering on @HerdFB. Beat @FIUFootball! #STAMPEDE16,2,5,17,SENCAPITO,R,WV,2016,November
"Hey @jiminhofe &amp; @SenatorLankford, are you ready to see what @WVUfootball is made of? #LetsGo #Mountaineers! Beat @OU_Football! #HailWV",1,4,12,SENCAPITO,R,WV,2016,November
#GOESR satellite launch happening today! @NOAASatellites' facility in Fairmont plays a critical role in this mission https://t.co/L3JaqFH1Ro,0,2,4,SENCAPITO,R,WV,2016,November
"Heres one way @SenatorBaldwin &amp; I are celebrating public education this week: https://t.co/0hnVjLHd0h
#aew2016 https://t.co/SnQ7ev9J7m",0,1,2,SENCAPITO,R,WV,2016,November
The Guios were in town from Follansbee and stopped by my office for a quick visit. Really enjoyed meeting them. https://t.co/JIu7jBGffM,0,2,8,SENCAPITO,R,WV,2016,November
Check out what we've been up to since the election in my weekly recap: https://t.co/phZegylv3R,0,1,2,SENCAPITO,R,WV,2016,November
Did you catch my op-ed in todays @DM_opinion? Read it here: https://t.co/y0AGtmYQvK https://t.co/251NrCSt7u,1,1,1,SENCAPITO,R,WV,2016,November
"In 2015, 420 babies were born addicted to drugs at @CHHnews. #CARA will help reverse this staggering stat https://t.co/K6T04avvbI",2,0,3,SENCAPITO,R,WV,2016,November
Ill be speaking w @Talkradiowrnr about a bill I introd to help boost rural economies. Listen live at 8:40: https://t.co/mfe2gXmD8c,0,1,3,SENCAPITO,R,WV,2016,November
Final mobile office of the week happening tomorrow in Gilmer County. More details here: https://t.co/IIS06TxNpg https://t.co/hoxXrqnRLJ,0,0,2,SENCAPITO,R,WV,2016,November
ICYMI: I spoke w/ @CourtneyC_WVVA yesterday about my bill to invest in distressed communities. Watch the highlights: https://t.co/wVzXrRPZXm,1,1,5,SENCAPITO,R,WV,2016,November
I was honored to receive @goFAAR's 2016 Leadership Award this AM. Alcohol responsibility can save lives &amp; create sa_ https://t.co/3GNyNi39p7,0,15,16,SENCAPITO,R,WV,2016,November
Glad @RepStefanik &amp; @repmarkpocan introd House companion of my bill w @SenGillibrand to improve rural #broadband https://t.co/zIBI6L8Q2u,1,3,5,SENCAPITO,R,WV,2016,November
What a fun night at the @librarycongress Gershwin Award Ceremony honoring the talented @smokey_robinson earlier thi_ https://t.co/BEPluU3cVk,0,2,3,SENCAPITO,R,WV,2016,November
Today is World #PancreaticCancer Day. Lets raise awareness &amp; #WageHope for those affected. #WPCD,1,0,5,SENCAPITO,R,WV,2016,November
"It's always fun to catch up with former interns and see their progress - yesterday I saw Abigail, who worked in my_ https://t.co/5lhwF6NlvY",0,3,29,SENCAPITO,R,WV,2016,November
Rural healthcare providers are especially important in WV so pls join me in thanking them today for their hard work_ https://t.co/TQHDqquP3F,0,7,8,SENCAPITO,R,WV,2016,November
Having trouble w/ a fed agency or need help w/ casework? My staff will be available to assist in 4 counties tomorro_ https://t.co/sBJQJHZRDc,0,0,0,SENCAPITO,R,WV,2016,November
".@WVUMarchingBand, I think @gordongee would be a great addition! #MacysParade https://t.co/Bbvs1qEUpd",1,6,20,SENCAPITO,R,WV,2016,November
I met w econ. development officials in CRW last wk to discuss the #COREAct &amp; how it will create a stronger foundati_ https://t.co/zewjZnXgJD,1,2,7,SENCAPITO,R,WV,2016,November
"WV &amp; 11 other states are underserved. #COREAct can create new jobs, spur biz investment, revitalize communities &amp; strengthen local economies",0,3,10,SENCAPITO,R,WV,2016,November
#COREAct leverages the power of New Market Tax Credits (#NMTC) to encourage economic investment in struggling communities throughout U.S.,1,3,7,SENCAPITO,R,WV,2016,November
Introd the #COREAct to help spur investment in communities facing job loss after downturns in coal industry. https://t.co/44oytPciXM,0,2,3,SENCAPITO,R,WV,2016,November
Mobile offices start today at 11:00 a.m. &amp; my staff is eager to meet with constituents. FULL SCHEDULE:_ https://t.co/dO0xSeSpdF,0,1,0,SENCAPITO,R,WV,2016,November
Pleased to support the Gold Star Families Voices Act so families of deceased service members can preserve their loved ones memories.,0,2,13,SENCAPITO,R,WV,2016,November
Had a productive meeting with @ONDCP Director @Botticelli44 today about our teamwork toward a #drugfreeWV. https://t.co/clCAZ9hEti,4,7,17,SENCAPITO,R,WV,2016,November
.@Bombardier's Bridgeport expansion means hundreds of new jobs &amp; an economic impact of $1B. Wonderful news for WV._ https://t.co/ClzbwE0KCP,0,4,12,SENCAPITO,R,WV,2016,November
My staff will be hosting mobile offices in 4 locations throughout the state tomorrow sign up here:_ https://t.co/1qRDPkvHuM,0,0,4,SENCAPITO,R,WV,2016,November
Mark your calendars for #SmallBiz Saturday on Nov 26. Support a local business in your hometown and #ShopSmall!,0,21,27,SENCAPITO,R,WV,2016,November
"Did you catch my interview on Decision Makers yesterday? If not, heres the clip: https://t.co/6Jfrecifxr",1,2,6,SENCAPITO,R,WV,2016,November
Very saddened to learn of @NewsHour co-host Gwen Ifills passing after a battle with cancer. Her family is in my thoughts &amp; prayers.,0,0,9,SENCAPITO,R,WV,2016,November
Check out @WVDOTs #Periscope of the Corridor H ribbon cutting where my staff spoke on my behalf. Great to see this_ https://t.co/sSefapz8eo,0,0,1,SENCAPITO,R,WV,2016,November
Today we remember the 75 members of @marshallu staff &amp; @HerdFB team whose lives were taken far too soon. #WeAre #Marshall,1,14,38,SENCAPITO,R,WV,2016,November
Family Reading Week begins today! Encouraging all families to grab their favorite book &amp; read this week.,2,0,4,SENCAPITO,R,WV,2016,November
Its not too late to sign up for mobile offices! Theres one tomorrow in Grantsville at 11 a.m. RSVP here:_ https://t.co/j3eGpu9LUK,0,0,2,SENCAPITO,R,WV,2016,November
Ill be speaking with Bray Cary on Decision Makers at 8:00 this morning tune in!,1,3,8,SENCAPITO,R,WV,2016,November
Honored to join WV #veterans like Commander Bill Harris in Cameron for their @AmericanLegion Banquet. Incredibly gr_ https://t.co/ti4rXIUnbv,0,4,24,SENCAPITO,R,WV,2016,November
Big game tonight in @huntingtoncity for @HerdFB! #STAMPEDE16,0,0,4,SENCAPITO,R,WV,2016,November
Looking forward to cheering on the #Mountaineers during the game today. Lets go @WVUfootball! #HailWV,0,0,10,SENCAPITO,R,WV,2016,November
Beautiful morning in Charleston where we honored our veterans. Thank you for your service! #VeteransDay ___ https://t.co/5R1WoUZAf4,0,10,22,SENCAPITO,R,WV,2016,November
Expressing my sincere gratitude today to those who put their lives at risk to protect our country &amp; values. THANK Y_ https://t.co/mbCxpn67ra,1,5,15,SENCAPITO,R,WV,2016,November
Glad to be in a room with so many of our nation's future leaders. Thanks @wvusga for inviting me to take part in th_ https://t.co/2T8Qf7VtLP,4,7,23,SENCAPITO,R,WV,2016,November
Ill be on @WVMetroNews at 11:33 this morning speaking w/ @HoppyKercheval. Listen live here: https://t.co/jehbgFfRY8,0,0,1,SENCAPITO,R,WV,2016,November
Glad there was a large turnout for last nights public meeting on the future of @GrnBnkTelescope observatory. https://t.co/dqPikn45PK,3,2,6,SENCAPITO,R,WV,2016,November
Nov 25 is the NEW deadline for WVians planning to submit comments regarding the future of @GrnBnkTelescope. DETAILS: https://t.co/yBTRehIxaZ,1,1,4,SENCAPITO,R,WV,2016,November
Huntington VAMC chosen for @FisherHouseFdtn construction is great news for vets &amp; families. More on the announcement https://t.co/tiFMoJTzOo,0,1,3,SENCAPITO,R,WV,2016,November
Hear what my #WVGirlsRiseUp program means to 5th graders like Alexis from Wood County https://t.co/xsdZ9KiCYB,1,1,4,SENCAPITO,R,WV,2016,November
Met some friendly #Clydesdales &amp; their caretakers who are in town for the Ripley #VeteransDay parade ________ https://t.co/bzbETX4fsM,1,1,10,SENCAPITO,R,WV,2016,November
"My staff will be in Lewisburg, Granville &amp; Welch tomorrow for mobile offices. Sign up for a session on my website:_ https://t.co/hCO3lCqUDx",0,0,2,SENCAPITO,R,WV,2016,November
Congrats @wvuwomenssoccer for earning the #1 seed in the @NCAASoccer tournament. FIRST time in @WVUSports history! https://t.co/pzOIxeVbks,0,1,7,SENCAPITO,R,WV,2016,November
Mobile office schedule for November is available! #RT to spread the word &amp; check it out here:_ https://t.co/KsmXmXB9TC,1,2,3,SENCAPITO,R,WV,2016,November
"My staff celebrated @RecoveryPointWV's new Charleston location, which will benefit women recovering from addiction._ https://t.co/uxRRgly1DY",1,5,9,SENCAPITO,R,WV,2016,November
"During #NFCMonth, we honor the WVians who dedicate their lives to caring for loved ones in need: https://t.co/MSoJTCH0tR",0,1,4,SENCAPITO,R,WV,2016,November
#GoPurple this Nov to raise awareness for #Alzheimers research. Find out ways to help #endalz here: https://t.co/rGJI17q8dl via @fightalzwv,1,5,5,SENCAPITO,R,WV,2016,November
Dont forget to change your clocks tonight! #daylightsavings,1,0,3,SENCAPITO,R,WV,2016,November
Ill be flipping back and forth between the @HerdFB &amp; @WVUfootball game tonight. Which one will you be watching at 7? #HailWV #STAMPEDE16,3,0,9,SENCAPITO,R,WV,2016,November
.@Register_Herald has details about funding I announced to help pregnant mothers and their babies. Read it here: https://t.co/h84XT3Ku8V,1,1,3,SENCAPITO,R,WV,2016,November
"My staff helped Elkview Middle reopen its new gym, which was damaged in #wvflood. Great to see our communities rebu_ https://t.co/31HdmZT3TJ",0,2,12,SENCAPITO,R,WV,2016,November
Sent letter to @JohnKerry calling on administration to be candid w/ international community about US #ParisAgreement https://t.co/1ifqSJ2PUw,0,2,2,SENCAPITO,R,WV,2016,November
.@CMSGov announcement that Medicare plans to support #Alzheimers patients &amp; families is welcome news for millions: https://t.co/cjlHvnhsAZ,0,0,2,SENCAPITO,R,WV,2016,November
Happy 60th birthday @CHHnews! Had the chance to see the quality services they provide WVians during my_ https://t.co/NeQkIALzcf,0,1,3,SENCAPITO,R,WV,2016,November
"Announced funding to reduce infant mortality, promote better birth outcomes &amp; ensure healthy WV mothers &amp; children: https://t.co/NNpkolIkJg",1,1,2,SENCAPITO,R,WV,2016,November
Got some great questions from Teays Elementary students about how our government works and why public service is so_ https://t.co/O3QoxWIxui,0,1,7,SENCAPITO,R,WV,2016,November
Encouraging WVians to help me fight for @GrnBnkTelescopes future by attending a public mtg. or submitting comments: https://t.co/8pzlcUo9Rx,0,1,5,SENCAPITO,R,WV,2016,November
"During #HospiceMonth, Im raising awareness about hospice care through my Compassionate Care Act. More details: https://t.co/zn2Lc4onNb",0,5,9,SENCAPITO,R,WV,2016,November
"Last wk my staff was in Kenova for @USACEHQ waterline funding signing, which helps Prichard Intermodal Facility &amp; o_ https://t.co/irnbBhUrR0",0,0,1,SENCAPITO,R,WV,2016,November
Helped secure grants &amp; loans from @USDA that will improve and repair water &amp; wastewater systems in rural WV: https://t.co/l1QPyfzDTo,0,0,6,SENCAPITO,R,WV,2016,November
Flu shot . Thanks Kanawha-Charleston Health Department! https://t.co/ordR8kZis0,1,2,8,SENCAPITO,R,WV,2016,November
@ThePerrys3 Glad you enjoyed the newsletter. Im honored to be that voice for West Virginians.,0,0,1,SENCAPITO,R,WV,2016,November
.@NewsandSentinel has the details about my tour of @CamdenClarkMC and its efficient approach to ER medicine: https://t.co/avXD5HAr0w,1,0,2,SENCAPITO,R,WV,2016,November
ICYMI: Read about my bill that will measure the impact of outdoor recreation on the US economy from the @denverpost https://t.co/LAkMGgZ3ud,0,6,13,SENCORYGARDNER,R,CO,2016,November
My bill to measure the outdoor recreation industry's economic impact passed the Senate and is now headed to @POTUS_ https://t.co/BrKslhrv1F,8,11,40,SENCORYGARDNER,R,CO,2016,November
"Interested in a spring internship in my Washington, DC or Denver office? Fill out the following form &amp; apply today! https://t.co/vzqbyJ3qpX",2,2,8,SENCORYGARDNER,R,CO,2016,November
"From my family to yours, Happy Thanksgiving! https://t.co/TQDLOwpuPc",7,5,20,SENCORYGARDNER,R,CO,2016,November
Honored to receive @ColoFarmBureau Service to Agriculture Award https://t.co/CxrINhhlsC,5,5,9,SENCORYGARDNER,R,CO,2016,November
ICYMI: Great @9NEWS story on my Outdoor Recreation Jobs and Economic Impact Act and what it means for Colorado: https://t.co/7CTUAF059S,3,5,12,SENCORYGARDNER,R,CO,2016,November
Gwen could be both towering &amp; endearing. For her professionalism &amp; humanity she gained respect of millions. Saddene_ https://t.co/0vbDWlNPDq,3,21,45,SENCORYGARDNER,R,CO,2016,November
"Our men and women in uniform represent the best this country has to offer, and today we celebrate their service. Ha_ https://t.co/9Ctyst5hjz",5,23,56,SENCORYGARDNER,R,CO,2016,November
"The @USMC has protected us for 241 years. Today, we celebrate their accomplishments &amp; thank them for their service._ https://t.co/Rc2ltCpwIL",0,23,68,SENCORYGARDNER,R,CO,2016,November
My statement on the results of the 2016 Presidential Election: https://t.co/6dEgejTId7,30,21,40,SENCORYGARDNER,R,CO,2016,November
"Visited Terumo, a lab that researches blood therapies to improve health care, and discussed its innovation and deve_ https://t.co/S1AVJ3llUP",7,7,24,SENCORYGARDNER,R,CO,2016,November
"While on a tour of Wolf Robotics in Fort Collins, I learned about its active projects &amp; met with its technicians as_ https://t.co/7XaMwzyPyp",4,4,13,SENCORYGARDNER,R,CO,2016,November
